,nim,mori,mobs,sep,ein,fs,frac_sh_trunc,mmin,flag_out,zs,xs,ys,m_type_sh,zl_sh,mass_sh,xl_sh,yl_sh,elip_sh,pol_sh,param1_sh,m_type_sat,zl_sat,mass_sat,xl_sat,yl_sat,elip_sat,pol_sat,param1_sat,m_type_hh,zl_hh,mass_hh,xl_hh,yl_hh,elip_hh,pol_hh,param1_hh,m_type_cen,zl_cen,mass_cen,xl_cen,yl_cen,elip_cen,pol_cen,param1_cen,m_type_pert,zl_pert,mass_pert,xl_pert,yl_pert,elip_pert,pol_pert,param1_pert,vel_disp
6901,3.0,20.81,20.4357,3.939292,1.908212,0.0,-1.0,19.65971,1.0,2.43,-0.5844249,0.1398155,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.418,90480200000000.0,0.0,0.0,0.3758656,9.764728,2.755375,1.0,0.418,399902100000.0,0.0,0.0,0.03747979,12.09911,0.4396836,2.0,0.418,2.43,0.0,0.0,0.08337754,-130.2884,0.0,245.4669849985893
6907,3.0,21.65,22.15959,1.229212,0.4668276,0.0,-1.0,21.16481,1.0,1.08,0.3681171,0.1446007,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.399,1787583000000.0,0.0,0.0,0.4817566,19.59427,9.455718,1.0,0.399,52840240000.0,0.0,0.0,0.2728998,-16.30808,0.1563503,2.0,0.399,1.08,0.0,0.0,0.03533729,-157.005,0.0,152.19188902844644
6909,3.0,23.53,22.82652,1.856756,1.172067,0.0,-1.0,22.52255,1.0,1.15,-0.1152167,-0.296641,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.277,3527971000000.0,0.0,0.0,0.1977242,-73.37793,10.64729,1.0,0.277,69669440000.0,0.0,0.0,0.4188202,-94.88364,0.1217295,2.0,0.277,1.15,0.0,0.0,0.01290085,-114.5591,0.0,213.15406705309044
6911,3.0,23.39,22.99752,0.9775295,0.4781789,0.0,-1.0,22.66994,1.0,1.45,0.3797147,-0.05998273,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.676,9205886000000.0,0.0,0.0,0.4450919,-16.70911,3.347528,1.0,0.676,101878900000.0,0.0,0.0,0.02719683,-8.144047,0.2664317,2.0,0.676,1.45,0.0,0.0,0.05766872,55.46299,0.0,147.1262373517473
6912,3.0,20.93,22.53161,1.230043,0.4539493,0.0,-1.0,20.30205,1.0,3.52,-0.2567652,0.4037695,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.01,3335549000000.0,0.0,0.0,0.1204118,53.10358,4.418934,1.0,1.01,59139750000.0,0.0,0.0,0.3391593,-29.03676,0.09287406,2.0,1.01,3.52,0.0,0.0,0.14596,-24.16179,0.0,165.10264968232846
6913,3.0,23.89,22.6665,0.2651742,0.1155978,0.0,-1.0,22.42596,3.0,2.29,-0.03203591,-0.01332254,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.753,355633000000.0,0.0,0.0,0.1934739,-141.4017,6.832065,1.0,0.753,6002706000.0,0.0,0.0,0.2936033,-165.9128,0.06104345,2.0,0.753,2.29,0.0,0.0,0.04496139,-92.93979,0.0,71.72181053579001
6914,3.0,22.23,23.25751,0.6155466,0.3006722,0.0,-1.0,21.23852,1.0,3.03,-0.0316175,0.1966986,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.052,859520500000.0,0.0,0.0,0.4257596,-3.066347,6.150528,1.0,1.052,27609470000.0,0.0,0.0,0.1136474,53.6113,0.07242861,2.0,1.052,3.03,0.0,0.0,0.04469635,147.5192,0.0,128.7614046136293
6915,3.0,21.57,23.03344,3.254136,1.574614,0.0,-1.0,20.71766,1.0,3.32,0.6191204,0.7080371,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.507,8261555000000.0,0.0,0.0,0.2848849,-23.87401,11.83138,1.0,0.507,116001500000.0,0.0,0.0,0.302932,-76.29188,0.230826,2.0,0.507,3.32,0.0,0.0,0.2106975,171.8289,0.0,199.81696624886263
6921,3.0,21.57,23.13064,1.337272,0.6911437,0.0,-1.0,20.99351,1.0,2.33,0.3893739,0.397332,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.426,2283934000000.0,0.0,0.0,0.1279892,121.7961,4.671244,1.0,0.426,57086440000.0,0.0,0.0,0.2113424,87.31268,0.1333487,2.0,0.426,2.33,0.0,0.0,0.02098786,96.82406,0.0,159.27046621299962
6923,3.0,26.11,23.26326,7.655608,5.021316,0.0,-1.0,23.0676,3.0,2.47,2.170937,0.07433999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.889,140514100000000.0,0.0,0.0,0.343362,-89.38834,5.594512,1.0,0.889,267834200000.0,0.0,0.0,0.2244773,-74.84014,0.1602638,2.0,0.889,2.47,0.0,0.0,0.08555356,-79.42319,0.0,292.011974160048
6926,3.0,21.43,23.13541,0.5464138,0.1983622,0.0,-1.0,20.65945,1.0,1.73,0.03376573,-0.2062918,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.299,2284162000000.0,0.0,0.0,0.1830959,-45.8543,4.811822,1.0,1.299,76493950000.0,0.0,0.0,0.4576438,12.43409,0.07889642,2.0,1.299,1.73,0.0,0.0,0.07126945,151.8767,0.0,197.10226915881026
6929,3.0,21.17,22.16205,0.5635731,0.2970843,0.0,-1.0,20.61095,1.0,2.02,-0.03721383,0.1893615,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.878,620888000000.0,0.0,0.0,0.180911,75.05371,7.903346,1.0,0.878,17134720000.0,0.0,0.0,0.3272582,76.04998,0.02520081,2.0,0.878,2.02,0.0,0.0,0.02423303,-82.822,0.0,168.17495516201515
6930,3.0,22.75,21.1092,0.1449584,0.06564537,0.0,-1.0,20.90546,3.0,2.54,0.01206934,-0.0007349256,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.184,373250200000.0,0.0,0.0,0.1271625,-83.58681,6.317342,1.0,1.184,5921010000.0,0.0,0.0,0.4648692,-35.26168,0.09590452,2.0,1.184,2.54,0.0,0.0,0.08436631,-145.5763,0.0,65.81809850101352
6931,3.0,20.77,21.6019,0.3246477,0.1349765,0.0,-1.0,20.33817,1.0,1.75,-0.106244,-0.03546509,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.159,727126000000.0,0.0,0.0,0.2325569,17.0044,4.02874,1.0,1.159,16916420000.0,0.0,0.0,0.1768126,-2.617814,0.0368294,2.0,1.159,1.75,0.0,0.0,0.03385715,2.512481,0.0,134.4192242424438
6933,3.0,22.45,23.08645,1.816345,0.9270639,0.0,-1.0,21.58677,1.0,2.47,0.5056572,-0.2327132,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.608,4819306000000.0,0.0,0.0,0.3521868,-83.78053,8.29244,1.0,0.608,105140000000.0,0.0,0.0,0.3606063,-55.1543,0.2588675,2.0,0.608,2.47,0.0,0.0,0.06624574,-30.95698,0.0,168.35883907876217
6934,2.0,21.59,20.40694,4.424635,1.813441,0.0,-1.0,20.06771,3.0,3.41,-0.5459834,-0.2436,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.894,50924950000000.0,0.0,0.0,0.4449597,-144.8,4.790372,1.0,0.894,196145700000.0,0.0,0.0,0.3544386,-131.7432,0.1021461,2.0,0.894,3.41,0.0,0.0,0.02757422,-8.457808,0.0,289.7821508361347
6936,3.0,22.73,22.14687,0.1417564,0.06075474,0.0,-1.0,21.38047,3.0,1.51,-0.01633279,-0.0132879,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.755,264240900000.0,0.0,0.0,0.1536952,-32.65981,6.318478,1.0,0.755,2844137000.0,0.0,0.0,0.3933734,8.04037,0.03382371,2.0,0.755,1.51,0.0,0.0,0.05023667,-58.50146,0.0,63.52246428624801
6946,3.0,23.25,22.23871,1.427926,0.5533948,0.0,-1.0,21.69572,3.0,3.49,-0.01603836,-0.1443758,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.952,5143319000000.0,0.0,0.0,0.07599245,-152.564,3.690136,1.0,0.952,100383300000.0,0.0,0.0,0.3698287,-176.6619,0.1030857,2.0,0.952,3.49,0.0,0.0,0.0722392,-72.43922,0.0,202.20977213275933
6953,3.0,21.43,20.99619,1.4683,0.5156837,0.0,-1.0,20.83344,1.0,1.93,-0.3066343,0.196955,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.637,3156817000000.0,0.0,0.0,0.4250969,137.4773,7.825446,1.0,0.637,64162160000.0,0.0,0.0,0.5111569,149.1127,0.06904105,2.0,0.637,1.93,0.0,0.0,0.09278044,177.619,0.0,211.3535074944457
6955,3.0,23.55,22.98134,1.227228,0.5969093,0.0,-1.0,22.56232,1.0,0.99,-0.217064,0.1798425,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.563,2728361000000.0,0.0,0.0,0.2904182,108.0606,22.53647,1.0,0.563,56810100000.0,0.0,0.0,0.2945701,174.1294,0.2184912,2.0,0.563,0.99,0.0,0.0,0.03584345,101.7283,0.0,185.67857306340377
6956,2.0,21.81,22.15105,1.344612,0.7617757,0.0,-1.0,20.88357,1.0,2.08,-0.1496048,-0.3164849,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.719,3078191000000.0,0.0,0.0,0.2634541,125.1434,6.295379,1.0,0.719,77429170000.0,0.0,0.0,0.5615175,66.86047,0.04466142,2.0,0.719,2.08,0.0,0.0,0.03043888,25.36256,0.0,276.38702875128416
6957,3.0,25.13,23.11918,0.5113761,0.2327253,0.0,-1.0,22.77136,3.0,2.5,0.004116469,-0.02557912,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.343,1418379000000.0,0.0,0.0,0.1869765,177.0424,3.457805,1.0,1.343,53830890000.0,0.0,0.0,0.1832519,161.8604,0.156044,2.0,1.343,2.5,0.0,0.0,0.07247516,-110.5438,0.0,125.52476759380119
6967,3.0,20.99,22.2077,0.4551687,0.208934,0.0,-1.0,20.51225,1.0,2.06,-0.06611312,0.1622617,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.579,1368077000000.0,0.0,0.0,0.08051747,145.54,6.138997,1.0,1.579,43350530000.0,0.0,0.0,0.4145774,126.6908,0.02629256,2.0,1.579,2.06,0.0,0.0,0.07590485,66.91366,0.0,249.8668605857933
6968,3.0,23.15,22.99727,0.8775148,0.3712228,0.0,-1.0,22.36541,1.0,1.93,-0.2284236,0.01571721,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.52,672905300000.0,0.0,0.0,0.06012893,122.2925,13.7203,1.0,0.52,28207620000.0,0.0,0.0,0.2255169,163.9181,0.1485601,2.0,0.52,1.93,0.0,0.0,0.08063903,-164.6983,0.0,118.78900680329376
6969,3.0,22.89,22.10736,0.99078,0.4441936,0.0,-1.0,21.73928,1.0,3.59,0.156639,-0.02441482,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.77,4488911000000.0,0.0,0.0,0.1418577,146.6961,5.44729,1.0,0.77,61341040000.0,0.0,0.0,0.2217832,174.5763,0.3387176,2.0,0.77,3.59,0.0,0.0,0.1387072,125.0456,0.0,127.35605673394501
6972,5.0,24.65,22.95221,0.885662,0.3844452,0.0,-1.0,22.66698,3.0,3.91,0.02338767,0.01960103,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.058,1822294000000.0,0.0,0.0,0.2153335,112.7181,4.632109,1.0,1.058,81937850000.0,0.0,0.0,0.1596154,36.25979,0.3794994,2.0,1.058,3.91,0.0,0.0,0.1164628,115.0931,0.0,124.78857251288315
6974,3.0,20.55,21.76006,0.9618174,0.4880393,0.0,-1.0,20.00383,1.0,1.59,-0.3918236,-0.1587887,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.494,1544799000000.0,0.0,0.0,0.1491901,-83.89559,5.41741,1.0,0.494,54669050000.0,0.0,0.0,0.4365076,-123.3436,0.1901317,2.0,0.494,1.59,0.0,0.0,0.01068713,64.41749,0.0,130.95752535029345
6975,2.0,21.45,21.3614,1.017913,0.5114447,0.0,-1.0,20.74079,1.0,1.66,0.1151729,-0.204435,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.025,3715469000000.0,0.0,0.0,0.3487152,-41.48277,8.051898,1.0,1.025,75018600000.0,0.0,0.0,0.3927881,-63.56267,0.02317855,2.0,1.025,1.66,0.0,0.0,0.03284042,-32.84338,0.0,357.1944080895269
6977,3.0,21.77,22.7946,0.5980216,0.4007104,0.0,-1.0,21.21585,1.0,1.62,0.08267898,-0.2363481,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.918,1084735000000.0,0.0,0.0,0.150343,-100.5352,7.708047,1.0,0.918,41500110000.0,0.0,0.0,0.5050684,-88.9019,0.09994002,2.0,0.918,1.62,0.0,0.0,0.04448034,-128.0596,0.0,140.34334260564208
6981,3.0,21.33,21.52496,1.748972,0.607975,0.0,-1.0,20.28091,1.0,1.54,-0.2180974,-0.2949999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.286,2611851000000.0,0.0,0.0,0.4209504,53.77789,12.40017,1.0,0.286,79432670000.0,0.0,0.0,0.6285086,-2.234463,0.2919653,2.0,0.286,1.54,0.0,0.0,0.07467467,135.3133,0.0,164.98897605656936
6985,3.0,21.49,21.31306,1.319068,0.584904,0.0,-1.0,20.30672,1.0,2.72,-0.2004755,-0.1546521,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.333,2998631000000.0,0.0,0.0,0.3097913,167.2788,4.994536,1.0,0.333,54751350000.0,0.0,0.0,0.1998113,174.9922,0.2010249,2.0,0.333,2.72,0.0,0.0,0.08492761,86.50652,0.0,140.70190761413593
6987,3.0,22.57,21.66002,3.993499,2.128264,0.0,-1.0,21.23446,3.0,1.84,0.1729296,0.707832,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.624,49434120000000.0,0.0,0.0,0.3962127,81.58535,4.18656,1.0,0.624,443594900000.0,0.0,0.0,0.338925,78.96621,0.432575,2.0,0.624,1.84,0.0,0.0,0.05333429,98.40732,0.0,251.12128237163734
6991,3.0,21.07,20.86563,0.1341841,0.06228732,0.0,-1.0,20.16654,1.0,1.43,-0.01223509,0.02596402,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.806,387257600000.0,0.0,0.0,0.3558043,-27.10783,5.170962,1.0,0.806,4320013000.0,0.0,0.0,0.3439442,-27.4756,0.05699127,2.0,0.806,1.43,0.0,0.0,0.02813874,-166.4012,0.0,62.07078888215662
6995,3.0,21.23,22.01717,1.236059,0.3953456,0.0,-1.0,20.35093,1.0,1.84,-0.0705732,0.3066721,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.241,15645840000000.0,0.0,0.0,0.5056556,-37.46099,3.681255,1.0,1.241,185723700000.0,0.0,0.0,0.5152218,9.400055,0.1078111,2.0,1.241,1.84,0.0,0.0,0.114331,75.07469,0.0,263.68080634243
6999,5.0,23.61,22.17587,0.729847,0.3573904,0.0,-1.0,21.14008,3.0,1.2,0.002668781,0.02554435,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.826,12270270000000.0,0.0,0.0,0.4413115,-131.8281,3.166119,1.0,0.826,87623830000.0,0.0,0.0,0.09434469,-133.896,0.1141142,2.0,0.826,1.2,0.0,0.0,0.03026446,-95.87842,0.0,185.08209407776812
7003,3.0,20.79,20.76066,0.9160867,0.5811097,0.0,-1.0,20.18156,1.0,2.09,0.1160328,0.2628869,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.535,1433153000000.0,0.0,0.0,0.2092371,-93.30483,5.838618,1.0,0.535,43106290000.0,0.0,0.0,0.5582637,-106.1401,0.1526985,2.0,0.535,2.09,0.0,0.0,0.02253598,10.92077,0.0,127.06222943796288
7005,3.0,21.37,22.31678,0.2209882,0.106016,0.0,-1.0,20.62678,1.0,2.24,-0.04116028,0.075031,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.306,545696900000.0,0.0,0.0,0.1217646,147.6623,4.613775,1.0,1.306,9121449000.0,0.0,0.0,0.2042258,141.4908,0.04651167,2.0,1.306,2.24,0.0,0.0,0.05807335,-135.4197,0.0,90.84849463960201
7006,3.0,22.53,22.37337,0.1417757,0.09810152,0.0,-1.0,21.66073,1.0,1.28,0.01441447,0.03290802,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.692,271019200000.0,0.0,0.0,0.2115334,-89.10732,6.900896,1.0,0.692,5416992000.0,0.0,0.0,0.4676258,-70.552,0.07841287,2.0,0.692,1.28,0.0,0.0,0.03285644,153.0849,0.0,63.654188741554265
7011,3.0,21.89,22.27736,1.001908,0.5003444,0.0,-1.0,20.79604,1.0,4.13,0.2368834,-0.08176302,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.597,1091440000000.0,0.0,0.0,0.1742483,106.4152,8.26923,1.0,0.597,33481420000.0,0.0,0.0,0.02447181,91.80819,0.08671396,2.0,0.597,4.13,0.0,0.0,0.04210627,-146.0769,0.0,141.8864768357672
7012,3.0,21.57,22.56588,0.9116505,0.3404088,0.0,-1.0,20.81755,1.0,2.45,0.07165746,-0.278376,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.296,3082474000000.0,0.0,0.0,0.1134972,156.7204,3.971642,1.0,1.296,79532650000.0,0.0,0.0,0.4379115,159.2951,0.06472393,2.0,1.296,2.45,0.0,0.0,0.02718413,-113.8815,0.0,218.78688753877276
7013,3.0,23.37,22.37931,0.6078078,0.3366904,0.0,-1.0,22.24451,1.0,2.55,0.01541569,-0.09507328,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.568,2804015000000.0,0.0,0.0,0.1403059,-85.54606,4.646537,1.0,1.568,53885020000.0,0.0,0.0,0.3811129,-110.8502,0.07645868,2.0,1.568,2.55,0.0,0.0,0.08206656,-40.21552,0.0,171.04444733254306
7014,3.0,22.01,21.87827,0.4548207,0.2077447,0.0,-1.0,20.79771,3.0,2.68,0.07974981,-0.02590002,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.62,1306603000000.0,0.0,0.0,0.06686192,-59.79054,3.825666,1.0,1.62,34648570000.0,0.0,0.0,0.1981158,4.709775,0.04478649,2.0,1.62,2.68,0.0,0.0,0.05388638,91.17736,0.0,172.79189461356222
7015,3.0,22.03,22.84329,0.5940742,0.2915811,0.0,-1.0,21.46463,1.0,2.67,-0.118871,-0.1521603,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.829,549540900000.0,0.0,0.0,0.383429,-102.4767,7.733856,1.0,0.829,19710370000.0,0.0,0.0,0.3935832,-63.39738,0.09581194,2.0,0.829,2.67,0.0,0.0,0.1124202,32.82665,0.0,102.92798365303234
7019,3.0,21.85,23.1774,0.4073437,0.2002876,0.0,-1.0,21.23808,1.0,3.11,-0.0590843,0.1618585,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.066,2165123000000.0,0.0,0.0,0.2950103,-77.78655,5.016018,1.0,2.066,25786910000.0,0.0,0.0,0.297329,-66.53086,0.05472477,2.0,2.066,3.11,0.0,0.0,0.05196927,-119.9381,0.0,144.4791452935876
7020,3.0,20.59,22.25159,2.156993,1.082696,0.0,-1.0,19.89695,1.0,1.47,-0.6955363,-0.3748689,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.327,4914162000000.0,0.0,0.0,0.1743808,-69.03701,5.831556,1.0,0.327,102906700000.0,0.0,0.0,0.4186681,-63.94762,0.131869,2.0,0.327,1.47,0.0,0.0,0.03943732,47.46089,0.0,231.1209875645332
7021,5.0,22.13,21.71795,0.6481007,0.2797809,0.0,-1.0,21.05056,1.0,2.66,-0.01883757,-0.02929884,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.101,6833511000000.0,0.0,0.0,0.5686982,47.34867,4.83784,1.0,2.101,84192520000.0,0.0,0.0,0.1580471,51.29719,0.03559346,2.0,2.101,2.66,0.0,0.0,0.1082734,-141.5276,0.0,303.8822803427562
7023,3.0,21.03,22.38365,1.367738,0.54863,0.0,-1.0,20.53153,1.0,2.49,0.4226955,-0.2957271,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.052,3449055000000.0,0.0,0.0,0.3657822,127.9614,6.040713,1.0,1.052,71962050000.0,0.0,0.0,0.386145,128.4529,0.05303958,2.0,1.052,2.49,0.0,0.0,0.05955468,142.7687,0.0,233.80387942611705
7027,3.0,22.33,22.48803,0.2928785,0.151352,0.0,-1.0,21.61758,1.0,2.5,0.0669494,0.01740202,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.807,1361048000000.0,0.0,0.0,0.2182433,-97.40746,3.934547,1.0,1.807,32251580000.0,0.0,0.0,0.2875482,-127.7164,0.07708999,2.0,1.807,2.5,0.0,0.0,0.08024122,-128.1267,0.0,133.83509228992446
7028,3.0,23.31,22.51457,2.465514,1.265144,0.0,-1.0,21.62159,3.0,2.3,0.09224749,-0.3858725,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.713,21779180000000.0,0.0,0.0,0.1702248,71.73149,5.489599,1.0,0.713,171248100000.0,0.0,0.0,0.2748336,128.67,0.1886451,2.0,0.713,2.3,0.0,0.0,0.0333703,-179.0836,0.0,219.13207134515702
7029,3.0,21.95,21.76979,0.3133742,0.1390648,0.0,-1.0,21.26067,1.0,1.61,-0.06419231,-0.005927645,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.406,2527668000000.0,0.0,0.0,0.2539429,164.1106,3.868857,1.0,1.406,51031120000.0,0.0,0.0,0.1895711,192.2341,0.02932595,2.0,1.406,1.61,0.0,0.0,0.02953904,-37.82062,0.0,256.20314834476164
7033,3.0,20.89,22.6588,0.4060269,0.1780546,0.0,-1.0,20.30126,1.0,1.41,0.135938,0.1123613,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.838,582103200000.0,0.0,0.0,0.05816808,133.8493,7.47126,1.0,0.838,18456090000.0,0.0,0.0,0.2869116,139.8213,0.05744197,2.0,0.838,1.41,0.0,0.0,0.03586892,4.990545,0.0,120.5153431411028
